guard_x,guard_y,guard_vel,guard_phi,invader_x,invader_y,invader_vel,invader_phi,base_x,base_y,base_vel,base_phi
10.386981807971779,28.43748715235372,1.0206008134144118,-0.04155438867056893,0,0,0.37951289274109135,0.16952338963492067,13.557190018921194,2.3205328076899825,0,0
13.555115452578416,14.531339773335922,0.5211985859313161,-1.2508872803567201,0,0,0.6515673013084899,0.26677022042576887,18.65111706670642,5.097053077636501,0,0
1.0007990741388173,24.603100794356347,1.0737239492692239,0.8738009479897364,0,0,0.481266078452779,0.66309438524179,23.770569207427204,18.566600163785964,0,0
26.203209617268023,23.84812280667054,0.3109856433020422,-1.019764580672343,0,0,0.17516796177296245,0.9311348471892866,14.155760824151272,19.026105637792345,0,0
14.906955922832914,19.56237025511427,0.9678705060172667,-1.4244574905205933,20,10,0.17235811801440493,-1.417209828553742,21.261674892306296,1.8499425411568993,0,0
28.75305075622834,28.91092043624512,1.1904583254219325,0.08777399654636198,20,10,0.10115120580479375,1.5147803879721389,20.81240203530567,24.48787898845364,0,0
6.38055514536738,16.420831636348282,1.1803674149345484,-0.7443937445910341,20,10,0.1273724554369864,-0.03486238550644546,0.33408837647766254,10.685878483890184,0,0
27.916953211018456,17.40925849993641,0.7107032140460573,-0.8145614863897415,0,0,0.09247968709530874,0.8329424609521994,9.141561527382018,10.05493372736061,0,0
12.359471626407233,0.650943238712155,1.0028254588507552,-0.5966889827869666,20,10,0.062052310476451655,-0.31753054021555777,8.954643836257631,13.630067209558696,0,0
13.65723484986387,18.498352891291724,0.296729649999104,0.5148439539953216,20,10,0.04096381863885279,0.2941952413565396,6.738375690789332,5.981895344664183,0,0
15.026649144585798,29.484086084669958,0.6201581822939276,0.5633799697939079,0,0,0.7365801989570397,1.0005688170630676,16.059917709155144,25.043160293205407,0,0
11.508068270517537,3.7451909277505138,0.8794026514763146,-0.040529019793570376,0,0,0.49870588340487165,0.27471249124109043,24.80587288534391,6.991243651873827,0,0
24.104483202509318,8.793902121420267,0.5879508366399164,-1.1702539518098416,0,0,0.18328256483073102,0.893520265287288,13.696383970646169,17.031785795409554,0,0
16.596336151701458,11.353330893041543,0.8880840546400253,-1.345906083070878,20,10,0.7841336350484553,1.1434496754315748,23.53370475736549,17.75933275703274,0,0
23.85295765807681,15.350169739965668,0.7303721235326383,-1.365757106245489,20,10,0.019953306867852683,-1.1188963915824255,14.722163469927832,20.873158608059622,0,0
24.843987671682843,0.7990035524016115,0.688046250572997,-0.05131062745192905,0,0,0.24965690229901794,1.545134368974616,0.3615649425858891,14.086437744914766,0,0
20.875391601654407,15.590406482954068,0.14599228416815552,1.4042117939284948,20,10,0.03451797594019279,0.07592577313058721,7.833111143495923,9.074440341392538,0,0
12.490616039731904,7.715692713018083,0.8809368067680186,-0.3047286089542578,0,0,0.5890116347230309,0.9698130022586542,18.223149402364395,26.580579498299873,0,0
20.42616840955654,6.17286207877693,0.42137914532790577,-0.9859844002764111,0,0,0.545408644054758,0.9938515896183572,9.915803448265725,15.236085467880407,0,0
19.037916769504918,17.93028519549373,0.7306173213885881,1.2683231886579065,0,0,0.5819985928504907,0.5323640440929888,18.261231567830112,10.757637477083701,0,0
21.17529901504503,12.195134377514233,0.8173882204905389,0.6104579530584624,20,10,0.43461176945916025,1.15937483098736,15.641175422246654,0.010080053961135649,0,0
13.717933036695253,6.461721388960388,0.8239499450084352,0.5576135008530902,20,10,0.38410362267534515,-0.33204061887540526,28.78992572672129,6.969176506064096,0,0
12.125646827088225,28.363904741929783,1.0863570054894127,-0.8801689554816682,0,0,0.3544024193838189,0.7486965720203526,25.129404968984165,23.349357906507436,0,0
26.42091634187456,9.092442849374208,0.3976054193585994,0.07241197911276154,0,0,0.863474947188994,0.3418099293694177,20.265972447639136,7.21011804495066,0,0
29.82864677165128,0.707455974872665,0.7093199077563186,1.5546072191240106,20,10,0.06418552640202924,-1.0230178978301934,25.255703353488055,1.384837309201774,0,0
9.019130424494136,23.863556816388346,0.8063336526047848,1.1841820030973087,0,0,0.9626459859443082,0.9045509658922845,13.505706750864803,17.17931475016406,0,0
1.3196750151476022,3.348056027124594,0.46580156878265294,-1.4230636128262502,0,0,0.38425326065407694,1.3182813736839925,7.496944770343682,29.05538310868942,0,0
14.790374043071786,20.283947986994146,0.43155060077182944,-0.4039324624848404,0,0,0.22561109364527476,0.701212905020062,24.803384557183183,20.943082567718108,0,0
28.677458907013452,17.52531183121408,0.4474987029681561,-0.38845047874311045,0,0,0.22104190333911644,0.8070020154562342,24.56844510752071,25.65360364823743,0,0
11.135234884576159,0.1132181840211477,0.5200487444368597,1.5321436980263219,20,10,0.21201093297343576,-0.9680016599543496,10.355600972228723,24.0129834878838,0,0
10.235864867288505,21.362931296118933,0.7237694230000831,-1.3795646165651634,0,0,0.9816646619337093,0.41315332053224346,28.316504865319725,12.413541137382758,0,0
5.937427879981948,18.11307059295044,0.6503712508036813,-1.0431682064730274,20,10,0.33479866049956364,-0.9836720358435086,7.302279414624946,29.082874548959694,0,0
13.510919770829338,23.35213587462371,1.070817885423734,0.8325206095001103,20,10,0.03729093816525808,-0.9329567607511456,23.057631625530465,5.874705696043147,0,0
24.078048782062865,27.52662500556918,1.0754915883626368,-0.8451754211257061,20,10,0.476124878416624,1.3793158754866852,22.362087609607073,22.18478607969317,0,0
16.561414286161103,18.479739955721882,0.7257370650860459,-0.7373808988217839,0,0,0.7985144631741815,0.6022484589208034,25.60959278217865,17.605128479626952,0,0
16.065044149897435,20.083497366263376,0.4473333160672875,0.8154425448236784,0,0,0.3708557493606771,0.13047163099487374,27.15645459916737,3.563389585257891,0,0
